,"dvcat","dead","seatbelt","frontal","sex","ageOFocc","occRole","deploy","injSeverity"
"16599","25-39",0,"belted",0,"f",78,"pass",0,4
"16616","55+",0,"belted",1,"f",64,"driver",1,4
"16625","40-54",0,"belted",0,"f",17,"driver",0,4
"16657","40-54",0,"belted",1,"m",71,"pass",1,4
"16668","55+",0,"none",1,"m",19,"pass",0,4
"16686","40-54",0,"none",1,"m",36,"driver",1,4
"16825","55+",0,"belted",0,"m",21,"driver",0,4
"16833","55+",0,"none",1,"f",50,"driver",0,4
"16874","25-39",0,"belted",0,"m",64,"pass",0,4
"16901","25-39",0,"none",1,"f",83,"pass",1,4
"16905","40-54",0,"none",1,"m",40,"driver",0,4
"16907","55+",0,"belted",0,"m",17,"pass",0,4
"16917","40-54",0,"belted",0,"f",84,"pass",0,4
"16937","40-54",0,"none",1,"f",45,"driver",0,4
"17016","40-54",0,"belted",0,"m",22,"driver",1,4
"17059","40-54",0,"belted",0,"m",18,"driver",0,3
"17060","40-54",0,"none",0,"f",17,"pass",0,3
"17062","55+",0,"none",1,"m",22,"driver",1,4
"17076","55+",0,"none",0,"m",20,"driver",1,3
"17103","55+",0,"none",1,"f",23,"driver",1,4
"17120","55+",0,"belted",0,"m",16,"pass",0,4
"17134","25-39",0,"none",0,"m",49,"driver",1,4
"17161","40-54",0,"none",0,"m",55,"driver",0,4
"17162","40-54",0,"none",0,"m",43,"pass",0,4
"17197","55+",0,"none",1,"m",27,"driver",1,4
"17220","25-39",0,"belted",0,"f",91,"pass",1,4
"17231","25-39",0,"belted",0,"f",51,"driver",1,4
"17235","25-39",0,"belted",1,"m",82,"pass",0,3
"17270","25-39",0,"none",1,"f",62,"pass",0,3
"17311","55+",0,"none",0,"m",66,"driver",1,4
"17317","25-39",0,"belted",0,"f",82,"driver",0,4
"17361","25-39",0,"none",0,"m",73,"driver",1,4
"17448","25-39",0,"belted",1,"f",49,"driver",0,4
"17450","40-54",0,"none",0,"m",85,"driver",0,4
"17485","10-24",0,"none",0,"m",26,"driver",1,4
"17515","10-24",0,"none",0,"m",55,"driver",1,4
"17525","25-39",0,"none",0,"m",76,"pass",0,4
"17529","55+",0,"none",1,"f",40,"driver",1,4
"17533","55+",0,"belted",0,"f",19,"driver",0,4
"17583","25-39",0,"belted",0,"f",67,"pass",1,4
"17605","55+",0,"none",1,"m",51,"driver",1,3
"17731","40-54",0,"belted",1,"m",82,"driver",0,4
"17759","55+",0,"belted",0,"m",20,"driver",0,4
"17771","40-54",0,"belted",1,"f",45,"pass",0,4
"17772","40-54",0,"none",1,"m",58,"driver",1,4
"17793","25-39",0,"none",0,"m",87,"pass",0,4
"17864","1-9km/h",0,"none",0,"m",37,"driver",1,4
"17975","10-24",0,"none",1,"m",51,"driver",0,4
"18046","25-39",0,"belted",1,"m",92,"driver",1,3
"18057","55+",0,"none",1,"m",59,"driver",0,4
"18082","55+",0,"belted",0,"m",22,"driver",0,4
"18101","40-54",0,"none",1,"f",40,"pass",0,4
"18104","55+",0,"belted",1,"m",55,"driver",0,4
"18110","40-54",0,"none",1,"m",36,"driver",0,4
"18111","40-54",0,"none",1,"m",33,"pass",0,4
"18128","40-54",0,"none",0,"m",19,"pass",0,4
"18129","55+",0,"none",1,"f",63,"driver",0,4
"18151","40-54",0,"belted",1,"f",27,"driver",0,4
"18236","55+",0,"belted",1,"m",34,"driver",0,4
"18246","25-39",0,"none",0,"m",35,"driver",1,4
"18248","25-39",0,"none",1,"m",21,"driver",0,4
"18267","55+",0,"belted",0,"m",19,"driver",0,4
"18268","55+",0,"belted",0,"m",19,"pass",0,4
"18277","55+",0,"belted",0,"m",29,"driver",1,4
"18330","40-54",0,"belted",0,"m",19,"driver",0,4
"18337","25-39",0,"belted",0,"m",80,"driver",0,4
"18354","40-54",0,"belted",1,"f",43,"driver",0,4
"18355","55+",0,"belted",1,"f",45,"driver",1,4
"18368","25-39",0,"none",0,"m",37,"pass",1,4
"18378","40-54",0,"belted",0,"m",25,"driver",0,3
"18392","40-54",0,"none",0,"f",19,"driver",1,4
"18412","10-24",0,"none",0,"f",69,"driver",1,4
"18434","55+",0,"none",0,"m",19,"driver",1,4
"18501","55+",0,"none",1,"m",37,"driver",0,4
"18522","40-54",0,"none",0,"m",87,"driver",0,4
"18538","55+",0,"belted",1,"m",27,"driver",0,4
"18539","55+",0,"belted",1,"m",41,"driver",0,4
"18552","10-24",0,"none",0,"m",46,"driver",0,4
"18562","55+",0,"none",1,"m",38,"driver",1,4
"18578","40-54",0,"none",1,"m",23,"pass",0,4
"18579","40-54",0,"none",0,"m",43,"driver",1,4
"18599","25-39",0,"belted",0,"f",45,"pass",1,4
"18603","25-39",0,"belted",1,"f",84,"driver",0,4
"18633","40-54",0,"none",0,"f",27,"driver",0,4
"18756","40-54",0,"belted",0,"f",81,"driver",1,4
"18811","40-54",0,"belted",0,"f",65,"driver",0,4
"18812","40-54",0,"belted",0,"m",76,"pass",0,4
"18847","40-54",0,"none",0,"f",76,"driver",1,4
"18848","55+",0,"belted",1,"f",71,"driver",0,4
"18852","10-24",0,"belted",1,"m",61,"driver",1,4
"18864","40-54",0,"none",0,"f",50,"driver",0,4
"18961","40-54",0,"none",0,"f",28,"driver",1,4
"18969","25-39",0,"none",0,"m",39,"driver",1,4
"18993","55+",0,"none",1,"m",30,"driver",1,4
"19112","25-39",0,"belted",0,"f",41,"driver",0,4
"19137","40-54",0,"belted",0,"m",18,"driver",0,4
"19138","40-54",0,"none",0,"f",17,"pass",0,4
"19154","25-39",0,"belted",0,"f",54,"driver",0,4
"19155","25-39",0,"none",0,"m",20,"driver",1,4
"19161","55+",0,"belted",0,"f",66,"driver",0,4
"19162","55+",0,"belted",0,"f",84,"pass",0,4
"19230","55+",0,"belted",0,"f",60,"driver",0,4
"19285","40-54",0,"belted",1,"f",43,"driver",1,4
"19308","10-24",0,"belted",0,"m",21,"driver",0,4
"19334","55+",0,"belted",1,"m",20,"pass",0,4
"19338","25-39",0,"none",0,"f",72,"pass",0,4
"19354","40-54",0,"none",1,"m",30,"driver",0,4
"19367","40-54",0,"none",1,"m",32,"driver",0,4
"19379","25-39",0,"none",0,"m",61,"driver",0,4
"19381","55+",0,"none",0,"m",17,"driver",1,4
"19384","25-39",0,"none",0,"m",88,"driver",1,3
"19385","25-39",0,"belted",0,"f",88,"pass",1,4
"19407","55+",0,"none",0,"m",16,"driver",0,4
"19436","55+",0,"none",0,"m",19,"driver",1,4
"19437","55+",0,"none",0,"m",20,"pass",1,4
"19451","25-39",0,"belted",0,"f",62,"pass",0,4
"19455","40-54",0,"belted",0,"m",16,"driver",1,4
"19480","10-24",0,"none",0,"f",29,"driver",0,4
"19486","40-54",0,"belted",0,"f",88,"driver",0,4
"19498","55+",0,"none",1,"m",22,"driver",1,4
"19499","55+",0,"none",1,"m",19,"pass",1,4
"19517","25-39",0,"none",1,"m",31,"pass",1,4
"19518","10-24",0,"none",1,"m",31,"driver",0,4
"19535","40-54",0,"belted",1,"m",31,"pass",0,4
"19542","25-39",0,"none",1,"m",52,"driver",0,2
"19543","55+",0,"none",1,"f",38,"driver",1,4
"19559","55+",0,"none",1,"m",58,"driver",0,4
"19565","55+",0,"none",1,"m",20,"driver",0,3
"19578","40-54",0,"belted",0,"f",18,"pass",0,4
"19604","55+",0,"none",1,"m",18,"driver",0,4
"19617","55+",0,"none",1,"m",37,"driver",0,4
"19619","55+",0,"none",1,"m",46,"driver",0,4
"19628","55+",0,"none",1,"f",32,"driver",0,4
"19632","55+",0,"none",1,"m",50,"driver",0,4
"19761","40-54",0,"none",0,"f",18,"pass",1,3
"19795","55+",0,"none",1,"f",24,"driver",1,4
"19800","40-54",0,"belted",0,"f",40,"pass",1,4
"19823","25-39",0,"belted",0,"m",30,"driver",0,4
"19860","55+",0,"belted",0,"f",32,"driver",1,4
"19927","40-54",0,"none",0,"m",21,"pass",1,4
"19932","55+",0,"none",0,"f",18,"driver",0,4
"19964","25-39",0,"belted",0,"m",20,"driver",1,4
"19965","25-39",0,"belted",0,"f",16,"pass",1,4
"19991","10-24",0,"belted",1,"m",36,"pass",1,4
"20011","10-24",0,"belted",1,"f",49,"driver",0,4
"20038","40-54",0,"belted",0,"f",34,"driver",0,4
"20047","55+",0,"none",1,"m",49,"driver",0,4
"20061","55+",0,"none",0,"f",46,"driver",0,4
"20072","25-39",0,"belted",0,"f",79,"driver",0,4
"20087","55+",0,"belted",1,"m",35,"driver",1,4
"20097","55+",0,"none",0,"f",21,"pass",0,4
"20098","55+",0,"none",1,"m",18,"driver",1,4
"20114","55+",0,"none",0,"f",21,"driver",0,3
"20136","55+",0,"none",1,"m",32,"driver",0,4
"20181","55+",0,"none",1,"f",69,"driver",0,4
"20299","55+",0,"none",0,"f",34,"driver",0,4
"20330","40-54",0,"belted",0,"f",72,"driver",0,4
"20335","55+",0,"belted",1,"f",54,"driver",1,4
"20387","25-39",0,"none",0,"f",66,"pass",0,4
"20446","55+",0,"none",1,"f",74,"pass",1,4
"20453","25-39",0,"belted",0,"m",79,"pass",1,4
"20477","10-24",0,"none",1,"m",48,"driver",1,4
"20490","55+",0,"none",1,"f",25,"driver",1,4
"20506","25-39",0,"none",1,"m",26,"driver",1,4
"20526","25-39",0,"none",0,"m",48,"driver",0,4
"20585","40-54",0,"none",1,"m",76,"pass",0,4
"20641","55+",0,"belted",1,"f",44,"driver",1,4
"20686","55+",0,"none",1,"f",52,"driver",0,4
"20738","55+",0,"belted",1,"f",34,"pass",1,4
"20778","40-54",0,"belted",0,"f",87,"driver",0,4
"20786","55+",0,"none",1,"m",30,"driver",0,4
"20795","40-54",0,"belted",1,"m",16,"driver",1,4
"20821","25-39",0,"none",1,"f",89,"pass",0,4
"20853","55+",0,"belted",1,"m",53,"driver",1,4
"20854","55+",0,"belted",1,"f",17,"driver",0,4
"20862","25-39",0,"none",1,"m",77,"driver",1,4
"20884","25-39",0,"belted",0,"f",73,"pass",0,4
"20897","10-24",0,"none",1,"m",67,"driver",0,3
"20901","40-54",0,"none",0,"m",28,"driver",0,4
"20920","40-54",0,"none",0,"m",42,"driver",0,4
"20923","10-24",0,"none",0,"f",16,"driver",0,4
"20990","55+",0,"belted",1,"m",56,"driver",1,4
"20997","55+",0,"belted",1,"m",52,"pass",1,4
"21016","25-39",0,"none",1,"m",88,"driver",0,3
"21017","25-39",0,"none",1,"f",86,"pass",0,3
"21021","25-39",0,"belted",1,"m",21,"driver",1,4
"21032","40-54",0,"belted",1,"f",87,"pass",0,4
"21078","40-54",0,"belted",0,"m",78,"driver",1,4
"21109","55+",0,"none",1,"f",18,"pass",1,4
"21122","25-39",0,"none",1,"f",20,"pass",1,4
"21135","25-39",0,"belted",0,"f",66,"pass",0,4
"21179","25-39",0,"belted",1,"f",60,"pass",0,4
"21250","40-54",0,"none",0,"m",18,"driver",1,4
"21257","55+",0,"belted",1,"m",35,"driver",1,4
"21270","55+",0,"none",1,"f",74,"driver",1,4
"21274","40-54",0,"none",0,"m",22,"driver",1,4
"21278","55+",0,"none",1,"f",27,"driver",0,4
"21287","40-54",0,"none",0,"m",17,"pass",1,4
"21325","25-39",0,"belted",1,"m",74,"pass",0,4
"21329","40-54",0,"belted",1,"m",52,"driver",1,4
"21347","40-54",0,"belted",0,"f",56,"driver",1,4
"21348","40-54",0,"belted",0,"m",65,"pass",1,4
"21434","55+",0,"belted",0,"m",19,"pass",0,4
"21466","40-54",0,"belted",0,"m",17,"driver",0,4
"21475","40-54",0,"belted",0,"m",19,"driver",0,4
"21513","55+",0,"none",0,"f",48,"driver",0,4
"21526","40-54",0,"belted",0,"m",44,"driver",1,4
"21531","40-54",0,"belted",0,"f",57,"driver",0,4
"21585","10-24",0,"none",1,"m",68,"driver",1,4
"21695","25-39",0,"none",1,"f",74,"driver",0,4
"21741","40-54",0,"none",1,"f",22,"driver",1,4
"21742","40-54",0,"none",1,"m",61,"driver",1,4
"21746","55+",0,"none",1,"m",41,"driver",0,3
"21750","10-24",0,"belted",0,"m",83,"driver",1,2
"21788","55+",0,"none",1,"f",78,"driver",1,4
"21861","25-39",0,"none",1,"m",47,"pass",1,3
"21944","55+",0,"none",0,"m",20,"driver",1,4
"21945","55+",0,"none",0,"m",20,"pass",0,4
"21956","40-54",0,"none",0,"m",44,"driver",1,4
"21967","10-24",0,"belted",0,"m",71,"driver",0,1
"22197","55+",0,"none",1,"m",36,"pass",1,4
"22200","25-39",0,"belted",0,"m",71,"driver",0,4
"22220","25-39",0,"none",1,"f",80,"driver",1,4
"22223","25-39",0,"none",1,"m",60,"driver",1,4
"22244","40-54",0,"belted",1,"f",71,"driver",0,4
"22269","10-24",0,"none",1,"m",22,"pass",1,4
"22294","40-54",0,"belted",0,"m",20,"pass",0,4
"22301","40-54",0,"none",0,"m",21,"driver",0,4
"22302","40-54",0,"belted",1,"m",33,"driver",1,3
"22311","40-54",0,"none",1,"m",68,"driver",1,4
"22325","40-54",0,"none",1,"m",42,"driver",1,4
"22334","10-24",0,"belted",0,"f",73,"driver",0,4
"22348","55+",0,"belted",1,"f",37,"driver",1,4
"22349","55+",0,"belted",1,"m",45,"pass",1,4
"22352","40-54",0,"none",1,"m",43,"driver",1,4
"22364","40-54",0,"belted",1,"f",27,"pass",0,4
"22365","25-39",0,"belted",0,"f",20,"driver",1,4
"22416","25-39",0,"belted",0,"m",55,"driver",0,3
"22419","25-39",0,"none",0,"m",23,"pass",0,4
"22436","10-24",0,"belted",0,"m",88,"driver",1,2
"22443","25-39",0,"belted",0,"f",18,"driver",0,4
"22478","25-39",0,"belted",1,"f",43,"driver",0,4
"22484","25-39",0,"none",0,"m",83,"driver",1,3
"22506","40-54",0,"belted",0,"f",48,"driver",0,4
"22507","55+",0,"none",0,"m",20,"driver",0,4
"22515","25-39",0,"belted",0,"f",19,"pass",1,4
"22516","55+",0,"none",0,"f",27,"driver",0,4
"22561","10-24",0,"belted",0,"m",72,"driver",0,4
"22648","55+",0,"belted",0,"f",27,"pass",0,3
"22657","40-54",0,"none",1,"f",63,"driver",1,4
"22688","40-54",0,"none",1,"f",29,"pass",1,4
"22747","40-54",0,"belted",0,"m",89,"driver",0,4
"22749","25-39",0,"none",1,"m",40,"driver",0,4
"22775","40-54",0,"none",1,"m",25,"driver",1,4
"22798","40-54",0,"none",1,"m",47,"driver",0,4
"22802","40-54",0,"none",1,"f",21,"driver",1,4
"22828","40-54",0,"belted",0,"m",50,"driver",1,2
"22834","25-39",0,"none",0,"m",47,"driver",1,4
"22852","10-24",0,"belted",0,"f",72,"driver",0,4
"22887","25-39",0,"belted",1,"f",54,"driver",1,4
"22906","40-54",0,"none",1,"m",59,"driver",0,4
"22922","25-39",0,"none",1,"m",27,"pass",1,4
"22943","55+",0,"belted",1,"m",60,"driver",1,4
"22944","55+",0,"belted",1,"f",60,"pass",1,4
"22966","25-39",0,"none",0,"m",44,"pass",0,4
"23001","40-54",0,"none",1,"m",28,"driver",0,4
"23091","55+",0,"none",1,"f",67,"driver",1,3
"23103","40-54",0,"belted",1,"f",43,"pass",0,4
"23119","40-54",0,"none",0,"f",42,"driver",1,4
"23120","40-54",0,"none",0,"m",45,"pass",0,4
"23126","55+",0,"none",1,"m",33,"driver",0,4
"23127","55+",0,"none",1,"f",38,"pass",0,4
"23176","25-39",0,"belted",0,"f",73,"pass",0,4
"23206","25-39",0,"none",1,"m",86,"driver",0,3
"23233","40-54",0,"none",0,"m",32,"driver",0,4
"23266","25-39",0,"none",1,"m",61,"driver",1,4
"23273","10-24",0,"belted",0,"m",89,"pass",0,4
"23427","10-24",0,"none",1,"m",46,"driver",1,4
"23452","55+",0,"none",1,"m",34,"driver",1,4
"23512","25-39",0,"belted",0,"f",18,"pass",1,4
"23518","40-54",0,"belted",0,"m",33,"pass",0,4
"23526","55+",0,"belted",0,"m",23,"driver",0,3
"23553","55+",0,"belted",0,"f",28,"driver",1,4
"23644","55+",0,"belted",1,"m",42,"driver",0,4
"23681","55+",0,"belted",0,"m",82,"driver",0,3
"23784","40-54",0,"belted",0,"f",21,"driver",0,4
"23791","25-39",0,"none",0,"m",25,"driver",0,4
"23800","40-54",0,"belted",0,"m",63,"driver",1,4
"23828","10-24",0,"none",1,"m",71,"driver",0,4
"23843","55+",0,"belted",1,"m",35,"driver",1,4
"23845","25-39",0,"none",0,"m",25,"driver",0,4
"23862","55+",0,"none",1,"m",25,"driver",1,4
"23864","55+",0,"none",1,"m",59,"driver",0,4
"23865","55+",0,"none",1,"m",29,"driver",1,4
"23868","25-39",0,"belted",0,"m",19,"pass",0,4
"23890","10-24",0,"belted",0,"m",28,"driver",0,4
"23891","25-39",0,"belted",0,"f",44,"driver",0,4
"23893","1-9km/h",0,"none",0,"m",18,"driver",1,4
"23900","40-54",0,"none",0,"f",67,"driver",0,4
"23932","25-39",0,"none",1,"m",61,"driver",0,3
"23943","40-54",0,"none",1,"m",41,"driver",0,4
"23945","10-24",0,"none",0,"f",74,"driver",1,4
"23979","55+",0,"belted",1,"m",16,"driver",1,4
"24001","55+",0,"none",1,"f",18,"driver",1,4
"24003","55+",0,"belted",1,"m",41,"driver",0,4
"24005","55+",0,"belted",1,"f",48,"driver",1,3
"24011","55+",0,"none",0,"f",22,"driver",0,4
"24012","55+",0,"none",0,"f",22,"pass",0,4
"24018","10-24",0,"none",1,"m",22,"driver",0,4
"24020","55+",0,"belted",1,"f",70,"driver",1,4
"24026","55+",0,"belted",0,"m",16,"driver",0,4
"24052","40-54",0,"none",1,"f",19,"pass",1,3
"24065","40-54",0,"belted",1,"m",61,"driver",0,4
"24073","40-54",0,"belted",0,"f",35,"driver",0,4
"24090","25-39",0,"none",0,"m",19,"driver",1,4
"24137","55+",0,"none",1,"m",52,"driver",1,4
"24138","55+",0,"none",1,"f",44,"driver",1,4
"24195","55+",0,"none",1,"m",61,"driver",1,4
"24200","40-54",0,"none",0,"f",27,"driver",1,4
"24203","25-39",0,"belted",0,"f",43,"driver",0,4
"24215","25-39",0,"belted",0,"m",86,"driver",0,3
"24229","10-24",0,"none",0,"f",22,"driver",1,4
"24288","55+",0,"belted",1,"m",32,"driver",0,4
"24299","55+",0,"belted",0,"f",49,"driver",0,4
"24310","25-39",0,"belted",1,"m",29,"driver",0,4
"24375","55+",0,"belted",1,"f",38,"driver",0,4
"24380","55+",0,"belted",1,"m",89,"driver",1,4
"24470","40-54",0,"belted",0,"m",57,"driver",0,4
"24496","25-39",0,"none",1,"m",52,"driver",1,4
"24499","40-54",0,"belted",0,"m",54,"driver",0,4
"24501","25-39",0,"belted",0,"f",71,"pass",0,4
"24503","55+",0,"none",1,"m",48,"driver",1,4
"24537","55+",0,"none",1,"m",25,"driver",0,4
"24544","55+",0,"none",1,"m",40,"driver",0,4
"24554","55+",0,"belted",1,"f",66,"driver",1,4
"24559","25-39",0,"belted",0,"f",71,"pass",0,4
"24583","40-54",0,"none",0,"m",21,"driver",1,4
"24585","40-54",0,"belted",0,"m",20,"driver",0,4
"24587","40-54",0,"belted",0,"m",56,"pass",1,3
"24593","55+",0,"none",1,"m",18,"driver",0,4
"24614","40-54",0,"none",0,"f",36,"driver",1,4
"24615","25-39",0,"belted",0,"m",89,"driver",0,3
"24620","25-39",0,"belted",1,"m",22,"driver",1,4
"24629","40-54",0,"none",0,"m",31,"driver",0,4
"24637","55+",0,"belted",1,"m",25,"driver",0,4
"24639","55+",0,"belted",1,"f",32,"driver",0,4
"24648","10-24",0,"belted",0,"m",73,"driver",0,4
"24655","55+",0,"belted",1,"m",42,"driver",1,4
"24656","25-39",0,"none",1,"m",30,"driver",0,4
"24797","55+",0,"none",1,"f",22,"driver",0,4
"24804","55+",0,"none",1,"m",39,"driver",0,4
"24826","55+",0,"none",1,"m",42,"driver",1,4
"24874","40-54",0,"none",0,"m",26,"driver",0,4
"24877","1-9km/h",0,"none",1,"m",39,"driver",0,4
"24909","55+",0,"none",1,"m",39,"pass",0,4
"24918","55+",0,"belted",0,"m",47,"driver",1,4
"24939","55+",0,"belted",0,"f",38,"driver",1,4
"24945","40-54",0,"none",1,"m",23,"pass",1,4
"24946","40-54",0,"none",1,"m",36,"driver",0,4
"24962","55+",0,"none",1,"m",78,"driver",0,4
"25020","25-39",0,"belted",0,"m",48,"pass",1,4
"25046","55+",0,"none",1,"f",43,"driver",0,4
"25053","40-54",0,"none",0,"f",22,"pass",0,4
"25063","55+",0,"none",1,"m",33,"driver",1,4
"25395","55+",0,"none",1,"m",47,"driver",1,4
"25411","40-54",0,"belted",0,"f",85,"pass",0,4
"25427","55+",0,"none",0,"f",38,"driver",0,4
"25474","10-24",0,"none",1,"f",71,"pass",1,4
"25513","55+",0,"belted",1,"m",35,"driver",1,4
"25529","40-54",0,"none",0,"m",16,"driver",0,4
"25530","40-54",0,"none",0,"f",16,"pass",0,4
"25553","10-24",0,"none",1,"m",29,"driver",1,4
"25610","55+",0,"none",1,"m",71,"driver",0,4
"25611","55+",0,"none",1,"m",75,"driver",1,4
"25618","40-54",0,"belted",0,"m",36,"driver",0,4
"25619","40-54",0,"belted",0,"f",34,"pass",0,4
"25674","55+",0,"belted",1,"m",18,"pass",1,4
"25686","55+",0,"belted",0,"m",25,"driver",0,4
"25707","25-39",0,"none",1,"m",64,"driver",1,4
"25726","25-39",0,"none",1,"m",18,"driver",0,4
"25740","25-39",0,"belted",1,"f",87,"driver",1,4
"25746","25-39",0,"belted",0,"m",73,"driver",1,4
"25803","40-54",0,"none",1,"m",38,"driver",0,3
"25847","25-39",0,"belted",0,"f",75,"driver",0,4
"25861","55+",0,"belted",1,"m",19,"driver",0,4
"25894","55+",0,"none",0,"m",49,"driver",0,4
"25948","55+",0,"belted",0,"m",86,"driver",1,4
"25949","55+",0,"belted",0,"f",86,"pass",1,4
"25952","55+",0,"belted",1,"m",33,"driver",0,4
"25993","55+",0,"belted",0,"m",26,"driver",0,4
"25995","40-54",0,"none",0,"m",25,"driver",0,4
"26018","10-24",0,"none",1,"m",37,"driver",0,4
"26025","25-39",0,"none",0,"m",55,"driver",0,4
"26037","40-54",0,"belted",0,"m",17,"pass",0,3
"26044","40-54",0,"none",1,"f",37,"driver",0,4
"26073","40-54",0,"none",1,"f",39,"pass",0,4
"26081","55+",0,"none",0,"f",58,"driver",0,3
"26093","10-24",0,"none",1,"f",51,"driver",1,4
"26098","40-54",0,"none",1,"f",55,"driver",0,3
"26158","55+",0,"none",0,"m",22,"pass",1,3
"26184","25-39",0,"none",1,"m",43,"driver",0,4
"26194","25-39",0,"belted",0,"f",38,"driver",0,4
